people_ID,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20
2098,149,195,248,315,395,487,600
2099,146,190,244,310,386,476,586
2100,241,305,382,474,583,712,871
2101,326,404,500,617,754,918,"1,118"
2102,217,274,343,428,531,650,794
2103,402,497,611,751,918,"1,114","1,352"
2104,222,281,352,440,543,664,813
2105,217,273,343,430,532,651,797
2106,398,494,607,744,907,"1,101","1,335"
2107,373,464,573,705,863,"1,049","1,273"
2108,396,489,602,739,903,"1,096","1,329"
2109,178,227,287,363,452,555,682
2110,167,216,274,343,427,525,645
2111,117,153,199,254,321,399,493
2112,394,488,600,736,899,"1,092","1,325"
2113,224,284,356,443,546,668,816
2114,178,229,289,364,451,554,680
2115,373,462,568,700,856,"1,040","1,265"
2116,122,160,207,263,329,408,505
2117,183,233,295,368,458,563,690
2118,299,375,466,574,703,857,"1,042"
2119,254,321,402,498,612,748,912
2120,382,474,586,721,879,"1,068","1,297"
2121,421,518,638,784,955,"1,159","1,406"
2122,190,244,309,386,479,588,719
2123,289,363,451,559,687,837,"1,019"
2124,297,370,461,568,698,851,"1,037"
2125,382,472,581,713,871,"1,058","1,286"
2126,404,499,614,755,921,"1,118","1,358"
2127,415,512,629,769,938,"1,139","1,381"
2128,227,287,359,445,549,672,822
2129,353,438,541,666,814,989,"1,202"
2130,129,171,220,281,351,434,536
2131,287,359,448,552,678,827,"1,006"
2132,182,232,295,372,462,567,696
2133,225,286,360,450,555,679,829
2134,296,369,457,563,693,844,"1,029"
2135,197,250,315,392,486,597,731
2136,130,170,219,279,350,433,534
2137,146,191,246,311,389,480,593
2138,132,174,225,287,361,447,550
2139,209,265,333,418,516,632,775
2140,348,432,535,656,801,974,"1,185"
2141,434,537,661,809,988,"1,198","1,454"
2142,354,439,543,666,815,991,"1,204"
2143,378,470,579,713,869,"1,056","1,281"
2144,436,536,660,808,986,"1,196","1,449"
2145,177,228,289,362,449,552,678
2146,281,351,437,540,663,809,985
2147,421,521,642,787,960,"1,165","1,412"
2148,266,332,413,512,631,770,937
2149,425,525,645,791,965,"1,171","1,421"
2150,231,290,362,450,555,679,831
2151,135,178,229,289,364,450,553
2152,303,378,467,579,711,866,"1,054"
2153,217,273,342,427,527,646,788
2154,151,197,251,319,397,490,602
2155,361,448,554,682,833,"1,012","1,229"
2156,329,410,508,628,767,934,"1,135"
2157,400,494,608,744,910,"1,105","1,340"
2158,231,293,367,457,565,691,844
2159,244,308,386,481,591,722,881
2160,248,313,392,488,602,735,896
2161,323,401,496,610,747,909,"1,105"
2162,437,539,663,813,990,"1,202","1,456"
2163,433,533,653,800,974,"1,182","1,434"
2164,387,480,593,729,892,"1,083","1,314"
2165,445,547,671,821,"1,002","1,215","1,474"
2166,284,355,440,544,670,816,994
2167,421,518,637,779,949,"1,152","1,396"
2168,306,382,473,585,718,875,"1,063"
2169,229,290,362,451,555,680,832
2170,417,514,634,778,949,"1,152","1,398"
2171,336,418,517,637,778,947,"1,152"
2172,288,359,445,548,673,821,"1,001"
2173,301,377,468,578,708,863,"1,049"
2174,358,444,547,674,824,"1,002","1,218"
2175,382,472,583,716,876,"1,065","1,291"
2176,319,397,490,605,739,900,"1,094"
2177,332,412,511,632,774,942,"1,145"
2178,297,369,459,568,696,848,"1,032"
2179,393,487,598,734,896,"1,089","1,320"
2180,420,518,637,781,951,"1,154","1,400"
2181,348,432,535,659,808,982,"1,192"
2182,127,166,215,273,341,422,523
2183,349,435,536,661,809,984,"1,197"
2184,270,340,423,523,642,783,956
2185,368,456,562,689,843,"1,024","1,245"
2186,265,334,417,519,636,777,947
2187,368,457,562,692,846,"1,028","1,247"
2188,119,159,207,265,334,414,511
2189,345,428,528,650,796,968,"1,177"
2190,329,410,506,623,764,929,"1,131"
2191,246,308,384,475,585,715,872
2192,366,453,558,686,838,"1,018","1,237"
2193,175,223,282,353,437,538,661
2194,410,508,626,769,939,"1,140","1,381"
2195,188,240,303,380,471,579,711
2196,229,288,362,451,557,682,834
2197,414,511,628,772,942,"1,143","1,386"
2198,399,492,607,746,912,"1,107","1,342"
2199,259,326,405,504,621,759,927
2200,450,556,683,837,"1,018","1,235","1,496"
2201,209,267,336,417,517,634,776
2202,428,529,649,794,969,"1,176","1,427"
2203,203,259,327,407,503,617,755
2204,152,195,251,316,393,485,596
2205,151,196,250,316,393,484,595
2206,449,553,678,829,"1,009","1,224","1,483"
2207,387,480,592,726,887,"1,077","1,306"
2208,188,241,304,380,469,576,707
2209,224,282,354,439,543,665,814
2210,136,178,229,293,366,453,558
2211,251,314,392,487,601,734,897
2212,364,451,555,684,836,"1,017","1,236"
2213,307,383,477,590,723,881,"1,073"
2214,429,530,652,797,972,"1,179","1,431"
2215,262,327,407,506,623,761,927
2216,146,190,242,307,384,474,585
2217,436,538,662,811,990,"1,201","1,455"
2218,280,349,435,540,665,811,988
2219,321,401,497,611,747,909,"1,107"
2220,148,193,248,313,393,484,597
2221,260,326,407,503,620,757,922
2222,298,372,463,570,699,852,"1,036"
2223,229,289,363,452,557,682,833
2224,113,151,196,252,318,394,488
2225,233,293,368,457,564,690,843
2226,424,525,646,793,967,"1,173","1,422"
2227,187,238,301,380,470,577,707
2228,301,377,468,576,706,861,"1,049"
2229,312,389,481,592,726,884,"1,076"
2230,359,445,549,674,825,"1,003","1,219"
2231,164,210,268,340,423,521,639
2232,409,505,622,763,930,"1,128","1,369"
2233,370,458,566,696,849,"1,031","1,251"
2234,258,325,405,504,619,756,921
2235,259,327,409,505,621,758,925
2236,205,261,329,409,506,621,760
2237,374,464,572,703,858,"1,042","1,265"
2238,343,427,527,649,794,966,"1,176"
2239,235,295,368,458,564,689,843
2240,392,485,599,735,896,"1,088","1,321"
2241,388,482,592,728,891,"1,082","1,312"
2242,421,521,642,785,959,"1,163","1,412"
2243,406,502,619,758,924,"1,122","1,360"
2244,219,279,350,438,542,663,811
2245,287,358,445,551,678,826,"1,007"
2246,306,381,473,585,719,876,"1,067"
2247,230,291,363,451,557,681,832
2248,391,482,594,729,890,"1,081","1,311"
2249,380,470,578,708,864,"1,050","1,275"
2250,154,198,254,323,402,495,610
2251,226,285,356,444,548,671,819
2252,136,176,226,289,363,448,553
2253,186,239,302,381,473,580,712
2254,427,528,651,799,974,"1,182","1,434"
2255,146,190,244,307,384,474,584
2256,176,226,288,363,450,553,679
2257,277,348,432,535,657,801,976
2258,138,180,231,293,366,452,556
2259,271,338,421,522,643,784,955
2260,266,335,418,517,637,777,948
2261,240,301,375,467,575,703,858
2262,390,483,594,729,889,"1,080","1,312"
2263,439,542,667,818,997,"1,210","1,468"
2264,245,310,387,481,591,722,882
2265,233,293,365,453,559,684,837
2266,135,176,225,288,361,446,551
2267,231,292,365,452,557,681,832
2268,328,410,507,623,762,928,"1,129"
2269,137,180,231,291,364,449,555
2270,118,157,203,262,328,407,503
2271,150,196,252,317,396,488,602
2272,358,443,547,670,819,996,"1,212"
2273,156,200,257,323,401,495,609
2274,374,462,570,701,858,"1,043","1,266"
2275,135,176,227,287,358,442,547
2276,164,211,270,338,422,520,639
2277,346,430,530,653,798,971,"1,180"
2278,319,396,492,606,743,905,"1,102"
2279,270,337,421,521,640,782,954
2280,330,410,506,624,765,931,"1,133"
2281,424,522,643,788,962,"1,167","1,416"
2282,197,252,317,397,490,601,735
2283,368,455,562,691,844,"1,025","1,244"
2284,430,529,649,793,969,"1,175","1,427"
2285,343,427,529,652,798,971,"1,181"
2286,146,189,241,307,384,474,584
2287,379,470,578,711,869,"1,056","1,281"
2288,242,303,381,471,580,710,868
2289,135,177,227,287,359,443,547
2290,115,152,199,253,319,396,491
2291,142,183,237,302,376,464,571
2292,187,237,299,377,468,574,705
2293,443,547,673,822,"1,001","1,214","1,473"
2294,137,180,233,296,369,456,563
2295,305,382,473,585,716,872,"1,062"
2296,367,454,562,689,842,"1,024","1,243"
2297,375,466,576,707,864,"1,050","1,275"
2298,361,449,554,683,835,"1,014","1,232"
2299,271,338,422,522,640,781,951
2300,141,182,235,300,375,463,570
2301,420,519,637,782,953,"1,156","1,402"
2302,298,372,463,573,702,856,"1,043"
2303,333,415,512,630,770,937,"1,139"
2304,277,348,433,536,658,803,978
2305,274,345,429,533,656,800,976
2306,191,242,307,383,476,584,715
2307,344,427,526,646,792,963,"1,170"
2308,153,199,253,318,395,487,600
2309,263,331,413,512,629,767,936
2310,308,383,473,584,717,873,"1,061"
2311,259,327,406,502,619,756,924
2312,384,475,585,718,877,"1,065","1,292"
2313,375,464,571,701,856,"1,041","1,264"
2314,209,264,333,416,513,629,770
2315,268,338,422,522,641,782,952
2316,256,320,401,499,613,749,913
2317,150,194,247,314,394,485,597
2318,326,405,503,618,757,922,"1,121"
2319,142,185,238,302,376,464,571
2320,272,339,423,525,647,789,961
2321,416,512,631,774,944,"1,146","1,390"
2322,286,357,443,549,676,824,"1,005"
2323,276,346,431,535,658,803,980
2324,185,236,300,376,465,571,700
2325,320,399,493,606,743,905,"1,100"
2326,213,272,341,426,527,645,790
2327,119,157,202,257,324,401,497
2328,326,405,502,617,754,918,"1,116"
2329,147,190,245,310,389,480,592
2330,228,288,362,450,554,678,830
2331,162,210,268,338,421,518,635
2332,391,482,595,732,895,"1,087","1,320"
2333,403,499,615,756,923,"1,120","1,360"
2334,392,484,595,731,893,"1,084","1,316"
2335,157,202,257,323,402,495,609
2336,350,436,539,661,810,985,"1,195"
2337,215,272,342,425,524,641,784
2338,182,232,293,368,458,563,691
2339,313,390,482,596,730,889,"1,081"
2340,347,432,535,659,804,978,"1,189"
2341,120,160,209,267,335,415,514
2342,261,327,407,503,619,756,922
2343,410,506,623,762,930,"1,129","1,369"
2344,119,159,206,265,335,414,511
2345,444,548,673,822,"1,002","1,215","1,472"
2346,231,292,367,457,565,691,844
2347,266,334,416,518,635,775,945
2348,311,389,481,595,731,890,"1,083"
2349,402,495,610,746,910,"1,105","1,339"
2350,434,535,658,806,983,"1,193","1,445"
2351,259,324,405,501,615,751,916
2352,289,363,451,557,684,834,"1,016"
2353,207,264,333,414,510,626,765
2354,199,252,319,397,491,603,739
2355,383,475,586,718,875,"1,064","1,292"
2356,230,291,363,454,559,684,835
2357,209,264,331,413,512,628,770
2358,388,482,592,728,889,"1,080","1,311"
2359,128,170,220,279,351,434,537
2360,437,539,664,813,991,"1,202","1,457"
2361,413,511,627,767,934,"1,134","1,375"
2362,409,504,621,760,928,"1,126","1,368"
2363,326,404,500,615,752,915,"1,112"
2364,358,446,551,676,828,"1,007","1,223"
2365,429,531,651,796,969,"1,176","1,427"
2366,313,389,483,594,730,888,"1,082"
2367,118,156,201,257,324,401,497
2368,293,365,454,560,687,838,"1,020"
2369,268,337,421,519,637,777,947
2370,325,403,500,615,753,916,"1,114"
2371,135,175,227,287,360,444,548
2372,166,213,271,342,426,524,642
2373,146,191,246,313,391,483,594
2374,326,405,503,620,760,925,"1,126"
2375,124,165,213,272,343,425,525
2376,131,170,221,280,352,436,537
2377,212,270,339,421,521,638,780
2378,173,222,280,354,440,540,663
2379,275,343,428,532,655,798,973
2380,255,322,401,497,610,745,909
2381,219,276,345,432,535,655,802
2382,191,242,305,380,470,577,708
2383,292,364,451,556,682,832,"1,012"
2384,116,153,198,255,320,398,492
2385,238,302,376,468,576,704,861
2386,179,229,291,367,457,562,689
2387,427,525,645,791,964,"1,169","1,418"
2388,402,498,613,752,919,"1,116","1,355"
2389,292,365,454,562,691,842,"1,025"
2390,162,210,267,336,418,515,632
2391,305,379,469,577,708,862,"1,050"
2392,297,369,459,568,698,851,"1,035"
2393,287,357,443,548,672,820,999
2394,295,370,458,568,698,850,"1,036"
2395,364,451,558,684,834,"1,014","1,231"
2396,159,206,262,331,412,507,624
2397,348,434,535,656,801,974,"1,185"
2398,338,420,518,639,782,951,"1,157"
2399,214,270,340,426,527,646,790
2400,286,358,445,552,678,827,"1,007"
2401,209,267,334,416,513,628,770
2402,117,154,201,259,324,402,496
2403,118,158,205,260,327,405,500
2404,169,218,278,351,438,539,660
2405,265,334,415,516,636,776,945
2406,246,311,389,484,597,729,890
2407,199,254,319,397,492,604,738
2408,378,467,575,708,864,"1,049","1,276"
2409,414,512,628,769,937,"1,138","1,380"
2410,125,165,213,272,342,423,521
2411,216,273,342,428,530,649,792
2412,368,458,566,697,850,"1,033","1,255"
2413,300,374,463,573,704,858,"1,043"
2414,404,501,616,754,922,"1,119","1,357"
2415,364,453,558,684,837,"1,017","1,235"
2416,438,542,665,816,994,"1,206","1,463"
2417,376,466,575,706,863,"1,048","1,274"
2418,360,445,548,676,825,"1,003","1,218"
2419,158,205,260,329,411,506,622
2420,425,526,647,792,967,"1,174","1,423"
2421,268,338,421,519,637,777,947
2422,345,429,530,652,799,971,"1,181"
2423,172,219,280,354,438,539,661
2424,205,259,326,409,505,619,757
2425,111,149,194,250,313,389,483
2426,329,409,505,624,765,931,"1,131"
2427,313,389,481,591,726,884,"1,077"
2428,116,153,200,258,325,403,497
2429,280,350,434,539,662,808,986
2430,430,531,653,798,973,"1,181","1,431"
2431,395,487,600,736,898,"1,091","1,324"
2432,403,497,611,748,914,"1,109","1,347"
2433,390,481,591,726,888,"1,078","1,308"
2434,147,191,245,310,389,480,589
2435,417,516,636,780,950,"1,152","1,397"
2436,235,296,372,464,572,699,855
2437,444,546,672,820,"1,000","1,213","1,471"
2438,423,524,644,789,963,"1,169","1,418"
2439,395,489,601,739,901,"1,094","1,326"
2440,270,337,420,520,639,780,950
2441,222,279,351,439,542,663,812
2442,277,346,432,537,660,804,980
2443,370,459,566,696,850,"1,034","1,255"
2444,249,312,390,482,593,725,884
2445,312,387,481,596,729,887,"1,079"
2446,159,207,264,332,413,508,624
2447,223,282,355,440,543,664,811
2448,153,199,254,321,401,495,607
2449,289,360,448,553,677,825,"1,005"
2450,141,183,235,297,371,458,565
2451,299,373,464,575,706,860,"1,046"
2452,117,153,201,255,321,399,493
2453,391,484,595,729,889,"1,080","1,310"
2454,118,156,202,257,322,400,496
2455,253,319,399,495,608,742,906
2456,434,535,658,806,983,"1,193","1,445"
2457,253,319,397,490,605,739,902
2458,406,502,617,756,924,"1,122","1,360"
2459,176,226,286,359,447,550,676
2460,192,246,312,391,485,595,728
2461,303,380,472,583,714,870,"1,059"
2462,283,355,441,545,670,817,995
2463,194,246,310,387,481,590,724
2464,330,411,510,628,768,935,"1,137"
2465,304,379,469,579,711,866,"1,056"
2466,325,404,501,618,755,919,"1,119"
2467,247,311,388,483,597,729,888
2468,294,368,456,561,689,840,"1,023"
2469,139,183,234,298,372,460,568
2470,268,337,418,520,638,779,949
2471,302,375,465,575,706,860,"1,048"
2472,232,294,370,458,565,691,844
2473,389,483,594,727,886,"1,076","1,305"
2474,314,393,486,597,731,890,"1,083"
2475,207,262,331,414,512,628,769
2476,334,414,511,631,773,940,"1,143"
2477,125,164,211,269,340,421,519
2478,111,149,194,248,311,387,480
2479,354,438,541,664,810,985,"1,198"
2480,198,254,319,398,495,607,744
2481,283,353,439,541,663,808,986
2482,314,391,484,597,732,891,"1,083"
2483,248,314,393,488,599,732,895
2484,222,279,349,437,539,659,806
2485,323,401,496,613,752,916,"1,113"
2486,358,444,547,672,823,"1,001","1,215"
2487,295,369,457,563,690,840,"1,024"
2488,376,464,574,706,862,"1,048","1,273"
2489,184,235,296,370,458,562,689
2490,211,266,336,419,519,636,779
2491,240,302,379,469,579,708,866
2492,449,552,679,832,"1,014","1,229","1,490"
2493,311,386,480,594,728,887,"1,080"
2494,425,523,642,786,960,"1,165","1,415"
2495,163,210,266,335,418,514,632
2496,337,417,517,636,779,948,"1,152"
2497,219,277,349,436,537,658,804
2498,294,366,456,561,687,838,"1,019"
2499,245,307,384,475,587,717,877
2500,112,150,196,253,317,394,487
2501,258,325,406,502,618,755,921
2502,129,169,218,278,350,433,533
2503,127,165,213,270,339,419,517
2504,442,545,671,820,"1,000","1,214","1,472"
2505,400,496,612,750,915,"1,111","1,347"
2506,279,349,433,537,660,805,983
2507,416,515,634,777,946,"1,148","1,392"
2508,411,509,626,770,939,"1,140","1,382"
2509,209,266,334,419,517,633,776
2510,224,284,357,446,550,674,824
2511,341,424,524,646,791,962,"1,170"
2512,146,190,244,307,384,474,583
2513,181,231,292,368,456,560,688
2514,179,230,290,366,453,556,683
2515,348,432,532,656,802,976,"1,187"
2516,115,152,197,251,315,392,484
2517,372,460,568,698,852,"1,035","1,259"
2518,229,291,363,450,555,679,830
2519,375,466,576,706,862,"1,048","1,273"
2520,228,289,362,449,554,678,828
2521,113,151,196,253,319,396,490
2522,336,416,515,634,776,944,"1,146"
2523,148,194,249,315,394,485,599
2524,412,508,627,767,936,"1,136","1,379"
2525,112,148,192,247,313,389,481
2526,218,278,350,436,537,657,804
2527,311,389,481,594,726,885,"1,076"
2528,232,292,367,457,563,689,842
2529,395,487,599,735,896,"1,088","1,322"
2530,323,404,501,617,756,921,"1,120"
2531,138,181,231,293,367,453,559
2532,360,448,552,677,826,"1,004","1,220"
2533,111,146,191,247,312,387,479
2534,369,458,566,694,849,"1,032","1,255"
2535,388,482,592,725,887,"1,077","1,306"
2536,113,149,194,250,314,390,484
2537,150,196,252,318,399,491,604
2538,364,450,555,684,836,"1,016","1,233"
2539,416,513,630,771,939,"1,139","1,383"
2540,353,438,541,666,815,990,"1,205"
2541,163,212,269,341,425,523,644
2542,120,160,207,265,335,415,513
2543,262,330,411,509,627,765,932
2544,153,199,255,324,404,498,613
2545,251,317,397,491,606,740,903
2546,415,512,630,774,945,"1,147","1,392"
2547,214,271,339,422,520,637,780
2548,220,278,350,435,536,656,801
2549,234,296,370,461,568,694,848
2550,156,202,257,326,408,502,617
2551,262,330,411,507,624,761,930
2552,227,288,361,450,557,681,832
2553,171,220,281,353,438,538,661
2554,356,443,548,676,827,"1,005","1,222"
2555,325,406,501,619,759,924,"1,124"
2556,115,153,200,256,324,402,497
2557,120,158,205,262,329,408,505
2558,296,371,460,569,698,851,"1,036"
2559,289,361,448,553,677,825,"1,004"
2560,111,147,191,244,306,380,472
2561,446,551,678,830,"1,012","1,227","1,488"
2562,165,213,272,341,426,524,645
2563,245,310,386,481,594,726,886
2564,129,171,222,282,355,439,542
2565,215,271,339,425,526,644,787
2566,132,174,223,283,356,440,543
2567,189,241,303,378,471,578,707
2568,434,537,660,809,988,"1,198","1,454"
2569,380,472,583,716,873,"1,060","1,287"
2570,273,341,425,528,649,791,964
2571,309,386,480,592,724,882,"1,073"
2572,342,424,525,646,790,961,"1,169"
2573,185,235,299,373,462,568,697
2574,289,361,450,557,684,833,"1,014"
2575,190,241,303,382,472,580,710
2576,140,181,233,294,366,453,559
2577,133,174,225,288,360,445,549
2578,240,301,377,468,578,707,864
2579,171,218,278,349,434,534,657
2580,228,287,361,449,555,679,831
2581,238,301,377,467,577,706,863
2582,140,184,237,299,375,463,570
2583,145,187,239,304,379,468,577
2584,307,381,474,587,719,876,"1,066"
2585,169,218,278,351,436,537,660
2586,433,534,656,801,977,"1,185","1,436"
2587,200,255,320,399,494,606,742
2588,237,299,376,466,575,703,860
2589,132,172,221,283,355,438,542
2590,324,402,499,616,753,917,"1,117"
2591,433,535,658,808,986,"1,196","1,450"
2592,227,286,359,447,551,675,824
2593,427,526,647,794,968,"1,175","1,426"
2594,271,338,421,523,643,784,957
2595,311,387,481,595,731,890,"1,083"
2596,112,147,192,249,312,388,479
2597,244,307,382,475,587,717,874
2598,427,528,651,799,974,"1,182","1,434"
2599,427,527,649,794,968,"1,174","1,424"
2600,412,510,629,771,939,"1,140","1,384"
2601,430,531,651,796,970,"1,177","1,427"
2602,420,517,637,782,955,"1,159","1,407"
2603,276,346,430,533,654,798,973
2604,293,368,458,564,692,844,"1,026"
2605,431,533,654,801,978,"1,186","1,438"
2606,360,448,553,681,834,"1,014","1,233"
2607,293,368,455,561,687,837,"1,020"
2608,408,506,621,760,926,"1,124","1,364"
2609,383,474,585,718,877,"1,066","1,294"
2610,328,407,505,623,763,928,"1,128"
2611,309,386,478,590,722,880,"1,069"
2612,172,219,277,351,436,536,658
2613,151,195,250,314,391,482,595
2614,110,145,191,243,307,381,471
2615,288,360,447,553,680,829,"1,010"
2616,378,469,578,708,866,"1,052","1,278"
2617,244,309,386,479,590,721,879
2618,188,239,301,375,464,570,699
2619,376,467,576,709,867,"1,054","1,279"
2620,280,351,438,543,667,814,993
2621,387,480,592,728,888,"1,078","1,310"
2622,276,345,428,532,654,798,971
2623,148,194,247,312,388,479,590
2624,413,509,627,770,938,"1,139","1,383"
2625,139,180,232,295,369,456,563
2626,149,195,250,317,394,486,597
2627,384,475,584,715,874,"1,062","1,291"
2628,142,185,239,303,379,468,576
2629,373,462,571,701,857,"1,041","1,264"
2630,186,237,301,379,471,578,709
2631,150,194,249,315,394,486,597
2632,213,270,338,421,521,638,780
2633,372,460,567,695,849,"1,032","1,252"
2634,404,500,616,754,920,"1,117","1,356"
2635,253,320,398,493,606,740,904
2636,273,343,427,526,648,791,965
2637,173,223,284,358,446,548,673
2638,138,181,231,295,370,457,562
2639,172,220,281,352,437,537,659
2640,446,549,673,822,"1,002","1,215","1,474"
2641,237,297,371,461,569,695,849
2642,260,325,405,504,619,756,922
2643,254,318,397,492,606,741,904
2644,165,212,269,337,420,517,637
2645,320,399,494,611,747,909,"1,107"
2646,203,258,323,406,504,617,755
2647,414,512,630,773,945,"1,146","1,390"
2648,132,174,226,286,359,444,547
2649,422,519,640,784,956,"1,160","1,406"
2650,333,414,513,630,773,940,"1,143"
2651,402,497,612,751,915,"1,111","1,349"
2652,427,526,646,793,966,"1,172","1,422"
2653,313,390,484,596,730,889,"1,082"
2654,410,506,624,763,930,"1,129","1,368"
2655,244,307,385,476,586,717,875
2656,123,163,212,269,339,420,518
2657,198,252,317,395,491,602,738
2658,255,320,399,495,610,745,910
2659,123,162,211,270,338,419,518
2660,264,333,414,514,632,771,941
2661,258,325,405,502,619,756,923
2662,246,311,389,484,596,728,890
2663,275,345,431,533,656,800,974
2664,331,410,509,627,768,934,"1,138"
2665,417,516,635,780,952,"1,156","1,401"
2666,173,224,284,357,442,543,667
2667,311,389,481,592,725,883,"1,075"
2668,380,469,579,713,870,"1,058","1,284"
2669,232,292,366,456,563,689,843
2670,439,543,666,813,993,"1,204","1,461"
2671,277,347,432,533,655,799,973
2672,229,289,363,450,554,678,829
2673,115,154,201,256,324,402,499
2674,121,160,209,265,332,412,510
2675,362,448,552,677,827,"1,005","1,220"
2676,165,214,271,341,425,523,643
2677,345,429,530,651,798,970,"1,180"
2678,393,487,598,732,895,"1,086","1,317"
2679,389,481,591,724,884,"1,073","1,303"
2680,179,228,289,363,449,552,677
2681,258,323,403,499,616,752,916
2682,335,417,516,637,780,949,"1,153"
2683,307,384,475,587,719,876,"1,067"
2684,260,328,409,505,623,761,927
2685,362,448,553,682,835,"1,015","1,233"
2686,410,508,625,765,932,"1,132","1,373"
2687,292,365,455,564,691,842,"1,026"
2688,225,283,356,442,545,667,815
2689,247,312,390,486,598,731,892
2690,257,321,402,499,615,751,915
2691,249,315,393,488,601,735,897
2692,223,283,355,442,545,667,815
2693,246,308,384,477,588,719,876
2694,266,332,414,511,628,766,935
2695,419,517,637,780,950,"1,153","1,399"
2696,261,326,406,501,617,754,919
2697,142,186,238,302,377,465,572
2698,307,382,475,588,721,878,"1,067"
2699,327,407,504,623,764,930,"1,130"
2700,369,459,565,696,851,"1,034","1,257"
2701,199,253,319,399,493,605,740
2702,348,432,532,655,800,973,"1,181"
2703,175,224,283,354,441,542,664
2704,413,512,631,774,946,"1,148","1,392"
2705,346,429,530,653,799,972,"1,182"
2706,361,446,551,676,825,"1,003","1,217"
2707,195,249,313,390,483,593,727
2708,240,301,375,467,574,702,857
2709,333,413,512,629,771,938,"1,141"
2710,208,264,331,414,511,626,768
2711,397,491,605,742,905,"1,099","1,333"
2712,148,192,244,311,388,478,589
2713,336,417,516,634,777,946,"1,151"
2714,386,478,590,726,885,"1,076","1,305"
2715,190,243,308,388,481,590,723
2716,207,261,329,413,509,624,763
2717,345,430,533,655,801,974,"1,183"
2718,248,311,389,483,595,727,888
2719,449,555,682,835,"1,018","1,234","1,496"
2720,415,512,631,772,943,"1,144","1,389"
2721,157,202,257,323,403,496,611
2722,123,163,211,267,336,417,515
2723,343,427,529,652,798,971,"1,179"
2724,142,185,237,300,376,464,573
2725,120,159,207,265,335,415,512
2726,217,274,345,430,531,651,796
2727,448,552,676,828,"1,008","1,222","1,481"
2728,136,176,228,290,364,449,554
2729,144,189,241,307,382,471,581
2730,311,389,481,592,725,883,"1,074"
2731,133,176,227,287,361,447,550
2732,197,250,317,398,492,603,738
2733,388,482,593,728,889,"1,079","1,309"
2734,121,161,209,267,334,414,511
2735,356,443,547,671,821,998,"1,212"
2736,242,305,383,476,586,716,873
2737,302,376,466,574,705,859,"1,045"
2738,211,266,334,417,515,631,772
2739,401,497,612,749,914,"1,109","1,347"
2740,358,444,549,673,825,"1,002","1,218"
2741,442,543,666,817,996,"1,208","1,463"
2742,323,401,495,610,747,909,"1,107"
2743,194,248,314,393,486,597,732
2744,413,511,628,772,940,"1,141","1,384"
2745,230,291,365,455,560,685,838
2746,233,296,371,460,569,696,850
2747,362,449,556,682,834,"1,013","1,230"
2748,355,440,543,668,817,993,"1,207"
2749,139,180,232,297,371,458,565
2750,329,411,508,628,768,935,"1,136"
2751,324,402,498,615,754,918,"1,118"
2752,377,466,574,705,862,"1,047","1,271"
2753,415,511,627,767,935,"1,135","1,376"
2754,291,362,451,558,685,835,"1,016"
2755,173,221,281,352,439,540,663
2756,156,201,258,327,409,503,619
2757,349,435,538,661,808,982,"1,193"
2758,152,197,252,321,400,493,606
2759,161,206,263,332,412,507,623
2760,393,488,601,737,900,"1,093","1,325"
2761,201,254,322,401,495,608,743
2762,212,269,337,420,519,636,779
2763,356,443,548,674,823,"1,001","1,215"
2764,236,298,373,464,573,700,855
2765,160,206,261,331,414,510,627
2766,268,338,421,522,643,784,956
2767,409,505,621,760,928,"1,126","1,367"
2768,316,394,490,604,739,900,"1,095"
2769,373,463,571,701,858,"1,042","1,264"
2770,398,494,607,746,911,"1,107","1,344"
2771,246,309,385,480,590,721,881
2772,346,431,533,656,802,976,"1,187"
2773,349,432,535,658,804,978,"1,190"
2774,119,156,204,260,329,408,504
2775,296,370,458,568,697,850,"1,036"
2776,169,219,278,348,434,534,657
2777,113,150,194,249,314,390,483
2778,207,264,334,417,517,633,775
2779,382,474,583,715,873,"1,060","1,288"
2780,200,253,319,397,492,603,737
2781,320,400,497,614,753,917,"1,115"
2782,345,430,531,652,798,971,"1,181"
2783,297,369,457,564,691,842,"1,026"
2784,209,266,334,419,519,635,778
2785,399,494,609,749,912,"1,108","1,343"
2786,313,389,482,593,725,883,"1,074"
2787,430,529,649,793,968,"1,174","1,424"
2788,430,532,655,804,980,"1,189","1,443"
2789,177,228,288,364,452,556,681
2790,351,435,539,664,814,990,"1,203"
2791,292,364,454,561,688,838,"1,021"
2792,291,363,451,558,683,833,"1,016"
2793,142,184,238,302,377,465,572
2794,232,293,366,454,560,685,837
2795,130,172,222,282,354,437,539
2796,336,419,518,640,785,954,"1,159"
2797,381,473,584,718,877,"1,065","1,294"
2798,425,526,648,795,968,"1,175","1,425"
2799,110,146,191,243,306,380,471
2800,379,470,578,711,870,"1,057","1,283"
2801,194,247,312,388,482,591,725
2802,216,273,342,425,527,645,788
2803,377,466,576,709,865,"1,051","1,275"
2804,131,170,218,277,348,430,532
2805,221,279,352,440,543,664,813
2806,320,398,492,606,744,906,"1,103"
2807,113,150,196,253,319,396,492
2808,246,310,388,480,592,724,883
2809,275,344,429,531,654,798,973
2810,443,547,671,820,"1,000","1,213","1,469"
2811,216,273,342,425,524,642,784
2812,293,366,455,564,694,845,"1,031"
